iter	Logloss
382	0.1617684253
383	0.1616853229
384	0.1615574922
385	0.1614363665
386	0.1611862102
387	0.1609807254
388	0.1608457257
389	0.1607309687
390	0.1605324849
391	0.1602568796
392	0.160062557
393	0.1599715227
394	0.1598366091
395	0.1597436031
396	0.1595899362
397	0.1594536199
398	0.1593854522
399	0.1593020341
400	0.159210823
401	0.1590598827
402	0.1589363398
403	0.1587575279
404	0.1587083157
405	0.1586018971
406	0.1584507825
407	0.1583614579
408	0.158221851
409	0.1580917006
410	0.1580477048
411	0.1579644645
412	0.1578385514
413	0.157742054
414	0.1575866426
415	0.1574242102
416	0.1573170097
417	0.1572685313
418	0.1571680236
419	0.1571211112
420	0.1570447325
421	0.1569363921
422	0.1568437186
423	0.1567489978
424	0.1566577433
425	0.1565944927
426	0.1564778378
427	0.1563890476
428	0.156215668
429	0.1561723386
430	0.1561072835
431	0.1559740387
432	0.1558915022
433	0.1557925864
434	0.1556783111
435	0.1555271129
436	0.1553129952
437	0.1552432036
438	0.1551246931
439	0.1549989955
440	0.1549225567
441	0.1548133171
442	0.1546873114
443	0.1544943422
444	0.1543399232
445	0.1542565661
446	0.1541622926
447	0.1540886665
448	0.1540063245
449	0.1538854087
450	0.1537246129
451	0.1535485364
452	0.1534973453
453	0.153441995
454	0.1533819072
455	0.1533002775
456	0.1532100077
457	0.153107252
458	0.1529843681
459	0.1528067391
460	0.1527729721
461	0.1525973667
462	0.1525230896
463	0.152333105
464	0.1522426022
465	0.1520673171
466	0.1519112763
467	0.1518574664
468	0.151801636
469	0.1516971435
470	0.1516039205
471	0.1514763798
472	0.1513748412
473	0.1512257136
474	0.1510586328
475	0.1509215193
476	0.1508559671
477	0.1506815778
478	0.1506129781
479	0.150489741
480	0.1503146948
481	0.1501535748
482	0.1501107861
483	0.1500105849
484	0.1499185639
485	0.1498357697
486	0.1497692509
487	0.1496181913
488	0.149527317
489	0.1493660829
490	0.1492514841
491	0.1492215598
492	0.1491204157
493	0.1489153086
494	0.1488118489
495	0.1487233848
496	0.1486567474
497	0.1485726607
498	0.148444419
499	0.1483754905
500	0.1482404334
501	0.1481331516
502	0.1479410801
503	0.147842659
504	0.1477956919
505	0.1476032584
506	0.1474545386
507	0.1473385791
508	0.1472416708
509	0.1470470343
510	0.1469831495
511	0.1468378949
512	0.1466852282
513	0.1466204677
514	0.1465280732
515	0.1464241886
516	0.1462137368
517	0.1461294675
518	0.1459988607
519	0.1459314689
520	0.1457932671
521	0.1455901141
522	0.1455003172
523	0.1453777419
524	0.1453033074
525	0.145217665
526	0.1451788439
527	0.1451314753
528	0.1450477808
529	0.1449169049
530	0.144826989
531	0.1447054281
532	0.1445795271
533	0.1445025289
534	0.1443926399
535	0.1443440869
536	0.1442859892
537	0.144102032
538	0.1439965069
539	0.1439001109
540	0.1438184646
541	0.1437246231
542	0.1436654832
543	0.1434852075
544	0.143415913
545	0.1433396028
546	0.143250679
547	0.1431418105
548	0.1429741843
549	0.1428179552
550	0.1427125392
551	0.1426487676
552	0.1425758425
553	0.1424429627
554	0.1423135766
555	0.1422034369
556	0.1420871088
557	0.1419352196
558	0.1418232428
559	0.1417385881
560	0.1416089242
561	0.1414706557
562	0.1413624579
563	0.1412898048
564	0.141239083
565	0.141177017
566	0.1410139526
567	0.1409655926
568	0.1409186106
569	0.1408674691
570	0.140790498
571	0.1406996208
572	0.1405575077
573	0.1405017001
574	0.14045708
575	0.1403600092
576	0.1401155846
577	0.1399598323
578	0.1398572694
579	0.1397877707
580	0.1396689175
581	0.1395639437
582	0.139423739
583	0.1393431639
584	0.1391642479
585	0.1390956528
586	0.1389748725
587	0.1388435632
588	0.1387616951
589	0.1386552782
590	0.1385364147
591	0.1384549477
592	0.1382985897
593	0.1382184325
594	0.1381528393
595	0.1380238004
596	0.1379646552
597	0.1378932191
598	0.1378306868
599	0.1377893476
600	0.1375559728
601	0.1374826151
602	0.1373568376
603	0.1372044572
604	0.1371814021
605	0.1370567012
606	0.1369593065
607	0.1368858378
608	0.1367186086
609	0.1365763419
610	0.1364459082
611	0.1363443688
612	0.1362503068
613	0.1361518826
614	0.1360960631
615	0.1360309733
616	0.1359153778
617	0.1357888063
618	0.135746903
619	0.1356656203
620	0.1355089322
621	0.1354417608
622	0.1353840148
623	0.1353320353
624	0.1351626713
625	0.1351005942
626	0.1349667444
627	0.1348384066
628	0.134795916
629	0.1346109266
630	0.1345498278
631	0.1344307149
632	0.1343484791
633	0.1341900744
634	0.1341336432
635	0.1341024322
636	0.1339745424
637	0.1338609585
638	0.1337875559
639	0.1337187484
640	0.1336650892
641	0.1335840395
642	0.1333728553
643	0.1332830081
644	0.1331936352
645	0.1330930525
646	0.1329182832
647	0.1328438819
648	0.1327260978
649	0.1326250295
650	0.1325536413
651	0.1324533284
652	0.1323962679
653	0.1322877385
654	0.1321635255
655	0.1319624185
656	0.1318925982
657	0.1317723231
658	0.1316876847
659	0.1316081418
660	0.1314387866
661	0.1313957625
662	0.1311910003
663	0.1311391598
664	0.1309475028
665	0.1308146713
666	0.1306747228
667	0.1304661516
668	0.1303838963
669	0.1302789682
670	0.1301297516
671	0.1300180243
672	0.1299447659
673	0.1298483137
674	0.1297308585
675	0.1296973854
676	0.1295793988
677	0.1294747653
678	0.1294235862
679	0.1293142053
680	0.1292246528
681	0.1290965486
682	0.1290005885
683	0.1289157248
684	0.1288055617
685	0.1287160018
686	0.1285631833
687	0.1283941793
688	0.1282752331
689	0.1281490462
690	0.1280125739
691	0.1279280752
692	0.1278738422
693	0.1277850035
694	0.1276813144
695	0.127596159
696	0.1274985316
697	0.127445867
698	0.127380806
699	0.12723213
700	0.1272026956
701	0.1270170908
702	0.1269257454
703	0.126820683
704	0.1267199925
705	0.1265355597
706	0.1264454546
707	0.1262741462
708	0.1261169454
709	0.1259966232
710	0.1258091064
711	0.1257585797
712	0.1256255346
713	0.1255250101
714	0.1253845152
715	0.1253104155
716	0.1251338767
717	0.124991157
718	0.1248823785
719	0.1247665033
720	0.1246590119
721	0.124550066
722	0.1244817764
723	0.1243660963
724	0.1242565552
725	0.1241653972
726	0.1239973204
727	0.123885702
728	0.123765391
729	0.1236764254
730	0.123516822
731	0.1234374244
732	0.1233591107
733	0.123189524
734	0.1231336183
735	0.1230019951
736	0.1228952584
737	0.1227387785
738	0.1225989009
739	0.1224981834
740	0.1223415379
741	0.1222412235
742	0.122177336
743	0.1220493432
744	0.1220234649
745	0.1219318178
746	0.1218759815
747	0.121737465
748	0.1215817861
749	0.1214218114
750	0.1213394287
751	0.1212016586
752	0.1210626817
753	0.120928428
754	0.1207967772
755	0.1207379059
756	0.12065151
757	0.1205310419
758	0.120434013
759	0.1203958131
760	0.1202253515
761	0.1201618356
762	0.1200701352
763	0.1199673478
764	0.1198760827
765	0.1198034288
766	0.1197452071
767	0.1195758675
768	0.1195200082
769	0.1194300159
770	0.1193645626
771	0.1192978897
772	0.1192397119
773	0.1190986851
774	0.1190759905
775	0.1189480802
776	0.1188499142
777	0.1188056134
778	0.1187091781
779	0.1186277888
780	0.1184672174
781	0.1183377108
782	0.118225643
783	0.1181369885
784	0.1180875457
785	0.1179851582
786	0.1179563241
787	0.1178728155
788	0.1177321229
789	0.117643362
790	0.1175031463
791	0.1174474396
792	0.1173522022
793	0.1171931433
794	0.1170330668
795	0.1169505061
796	0.1168734034
797	0.1167548843
798	0.1166781861
799	0.1165345656
800	0.1163984374
801	0.1162978514
802	0.1162168693
803	0.1160941005
804	0.1159344299
805	0.1157909656
806	0.115666835
807	0.1156282232
808	0.115546729
809	0.1153758332
810	0.1152471811
811	0.1151327909
812	0.1150447133
813	0.1149447416
814	0.1148414811
815	0.1147657129
816	0.1146357613
817	0.1145413293
818	0.1143837962
819	0.1142382638
820	0.1142130624
821	0.1140788613
822	0.1140029691
823	0.1139079794
824	0.1137781775
825	0.1136511262
826	0.1135630999
827	0.1134488912
828	0.1133562442
829	0.1132803652
830	0.1131866265
831	0.1130528665
832	0.112962291
833	0.1129056839
834	0.112824727
835	0.1127754305
836	0.1126523628
837	0.1125954176
838	0.1125389735
839	0.1124419129
840	0.112383106
841	0.1122647624
842	0.1121443448
843	0.1120480272
844	0.1119938365
845	0.1118689023
846	0.1117509227
847	0.1116755697
848	0.1116152415
849	0.1115617753
850	0.1115130053
851	0.11139507
852	0.1113073461
853	0.1111579851
854	0.1110718426
855	0.1109256731
856	0.1108243157
857	0.1107077912
858	0.1106086763
859	0.1105292486
860	0.1104456878
861	0.11039312
862	0.11030158
863	0.1102347445
864	0.1101418436
865	0.1100716644
866	0.109949197
867	0.1098801736
868	0.1098376906
869	0.109752389
870	0.1096427155
871	0.1095520125
872	0.1095034964
873	0.109430578
874	0.1093572584
875	0.1092674839
876	0.1091831308
877	0.1090720488
878	0.1090045795
879	0.1089582039
880	0.1088568555
881	0.1087565612
882	0.1086495069
883	0.1085626155
884	0.1084424262
885	0.1083650211
886	0.1082113084
887	0.1081028005
888	0.1079906909
889	0.1079431243
890	0.1078343251
891	0.1077366436
892	0.1076504452
893	0.107573058
894	0.1075296224
895	0.1074265828
896	0.1073756471
897	0.1072800331
898	0.1071637421
899	0.1070877683
900	0.1069992947
901	0.1069263743
902	0.1068841152
903	0.1067998486
904	0.1067129159
905	0.1066703311
906	0.1066281129
907	0.1065625118
908	0.1064937208
909	0.1063851802
910	0.1063437364
911	0.1062518275
912	0.1061945998
913	0.1060691407
914	0.1059674703
915	0.1059097622
916	0.105827301
917	0.1057462658
918	0.1057153769
919	0.1056229
920	0.1055933458
921	0.1054938299
922	0.1054534347
923	0.105361809
924	0.1052842052
925	0.1052306281
926	0.1051388955
927	0.105032521
928	0.1049406891
929	0.1048432516
930	0.104767499
931	0.1046956339
932	0.1046384587
933	0.10456925
934	0.1044815934
935	0.1043787693
936	0.104289817
937	0.1041852169
938	0.1040908393
939	0.1040005375
940	0.1038714536
941	0.10380598
942	0.1037276709
943	0.1036321428
944	0.1035460748
945	0.1034604501
946	0.1033409993
947	0.1032308657
948	0.1031578697
949	0.1030571506
950	0.1029810422
951	0.1029100217
952	0.1028263651
953	0.1027433573
954	0.1026537993
955	0.1025614065
956	0.1024736318
957	0.1023830125
958	0.1023006768
959	0.1022452156
960	0.1021778107
961	0.1021050968
962	0.1020370767
963	0.1019673945
964	0.1018922488
965	0.1018036263
966	0.1017122401
967	0.1016406661
968	0.1016025226
969	0.1015562543
970	0.1014693493
971	0.1013841819
972	0.1013270874
973	0.1012655303
974	0.1012311151
975	0.1011476373
976	0.1010883616
977	0.1010157626
978	0.1009189977
979	0.1008538632
980	0.1007873339
981	0.1007439581
982	0.100692634
983	0.1006190452
984	0.1005689753
985	0.1004959506
986	0.1004238489
987	0.1003660862
988	0.1002648464
989	0.1001999665
990	0.1001309637
991	0.1000728461
992	0.1000257192
993	0.09996131418
994	0.09990809626
995	0.09986183928
996	0.09979009748
997	0.09972168808
998	0.09965775882
999	0.09959500949
